,arm_name,metric_name,mean,sem,trial_index,n,frac_nonnull,rep,runner
24,20_0,objective,106.65513522035005,1.0,20,10000,106.65513522035005,7,"GP, online only"
0,0_0,objective,57.2175584167835,1.0,0,2000,57.2175584167835,8,"GP, online only"
1,0_1,objective,37.668746295958414,1.0,0,2000,37.668746295958414,8,"GP, online only"
2,0_2,objective,106.13226661877793,1.0,0,2000,106.13226661877793,8,"GP, online only"
3,0_3,objective,88.48154465924155,1.0,0,2000,88.48154465924155,8,"GP, online only"
4,0_4,objective,36.42237220694208,1.0,0,2000,36.42237220694208,8,"GP, online only"
5,1_0,objective,112.10882356718095,1.0,1,10000,112.10882356718095,8,"GP, online only"
6,2_0,objective,111.42929400086066,1.0,2,10000,111.42929400086066,8,"GP, online only"
7,3_0,objective,112.38167169892579,1.0,3,10000,112.38167169892579,8,"GP, online only"
8,4_0,objective,106.34929577797331,1.0,4,10000,106.34929577797331,8,"GP, online only"
9,5_0,objective,101.51037248742304,1.0,5,10000,101.51037248742304,8,"GP, online only"
10,6_0,objective,105.12399405797262,1.0,6,10000,105.12399405797262,8,"GP, online only"
11,7_0,objective,104.48243429335935,1.0,7,10000,104.48243429335935,8,"GP, online only"
12,8_0,objective,105.31911027442597,1.0,8,10000,105.31911027442597,8,"GP, online only"
13,9_0,objective,110.41418889975964,1.0,9,10000,110.41418889975964,8,"GP, online only"
14,10_0,objective,102.3616283683031,1.0,10,10000,102.3616283683031,8,"GP, online only"
15,11_0,objective,103.90236673294922,1.0,11,10000,103.90236673294922,8,"GP, online only"
16,12_0,objective,100.59681251391777,1.0,12,10000,100.59681251391777,8,"GP, online only"
17,13_0,objective,102.48716901612723,1.0,13,10000,102.48716901612723,8,"GP, online only"
18,14_0,objective,103.54569750213376,1.0,14,10000,103.54569750213376,8,"GP, online only"
19,15_0,objective,105.36697203699833,1.0,15,10000,105.36697203699833,8,"GP, online only"
20,16_0,objective,107.50739606605052,1.0,16,10000,107.50739606605052,8,"GP, online only"
21,17_0,objective,110.96833775461816,1.0,17,10000,110.96833775461816,8,"GP, online only"
22,18_0,objective,105.96162664796593,1.0,18,10000,105.96162664796593,8,"GP, online only"
23,19_0,objective,111.9937671024219,1.0,19,10000,111.9937671024219,8,"GP, online only"
24,20_0,objective,113.24810754472003,1.0,20,10000,113.24810754472003,8,"GP, online only"
0,0_0,objective,79.06737664513992,1.0,0,2000,79.06737664513992,9,"GP, online only"
1,0_1,objective,28.200148473529893,1.0,0,2000,28.200148473529893,9,"GP, online only"
